年月底別,行政區,土地面積[平方公里],里數[里],鄰數[鄰],戶數[戶],人口數/總計[人],人口數/男[人],人口數/女[人],性比例[男/百女],戶量[人/戶],人口密度[人/平方公里]
98年7月,信義區,11.2077,41,914,85121,226118,109510,116608,93.91,2.66,20175
98年7月,大安區,11.3614,53,1027,115602,312916,147681,165235,89.38,2.71,27542
98年7月,中山區,13.6821,42,871,89360,218340,103179,115161,89.6,2.44,15958
98年7月,中正區,7.6071,31,584,61201,159584,77231,82353,93.78,2.61,20978
98年7月,大同區,5.6815,25,524,46214,124070,61356,62714,97.83,2.68,21838
98年7月,萬華區,8.8522,36,720,72877,188951,94845,94106,100.79,2.59,21345
98年7月,文山區,31.509,39,997,95279,261493,127113,134380,94.59,2.74,8299
98年7月,南港區,21.8424,19,441,40542,113271,56106,57165,98.15,2.79,5186
98年7月,內湖區,31.5787,37,864,93870,267401,129220,138181,93.52,2.85,8468
98年7月,士林區,62.3682,51,987,98874,284814,138911,145903,95.21,2.88,4567
98年7月,北投區,56.8216,42,821,88028,248997,121169,127828,94.79,2.83,4382
98年8月,總計,271.7997,449,9509,965870,2612605,1264203,1348402,93.76,2.7,9612
98年8月,松山區,9.2878,33,760,77006,208894,99098,109796,90.26,2.71,22491
98年8月,信義區,11.2077,41,914,85246,225872,109338,116534,93.82,2.65,20153
98年8月,大安區,11.3614,53,1027,115772,312312,147358,164954,89.33,2.7,27489
98年8月,中山區,13.6821,42,871,89664,218438,103271,115167,89.67,2.44,15965
98年8月,中正區,7.6071,31,583,61256,159251,77071,82180,93.78,2.6,20935
98年8月,大同區,5.6815,25,524,46201,123815,61238,62577,97.86,2.68,21793
98年8月,萬華區,8.8522,36,720,73009,188832,94797,94035,100.81,2.59,21332
98年8月,文山區,31.509,39,997,95519,261261,126945,134316,94.51,2.74,8292
98年8月,南港區,21.8424,19,441,40691,113264,56079,57185,98.07,2.78,5186
98年8月,內湖區,31.5787,37,864,94244,267544,129271,138273,93.49,2.84,8472
98年8月,士林區,62.3682,51,987,99086,284441,138697,145744,95.16,2.87,4561
98年8月,北投區,56.8216,42,821,88176,248681,121040,127641,94.83,2.82,4377
98年9月,總計,271.7997,449,9512,968748,2608596,1262113,1346483,93.73,2.69,9597
98年9月,松山區,9.2878,33,760,77139,208237,98813,109424,90.3,2.7,22420
98年9月,信義區,11.2077,41,914,85477,225608,109218,116390,93.84,2.64,20130
98年9月,大安區,11.3614,53,1027,116033,311378,146902,164476,89.32,2.68,27407
98年9月,中山區,13.6821,42,871,90124,218330,103174,115156,89.59,2.42,15957
98年9月,中正區,7.6071,31,584,61411,158829,76837,81992,93.71,2.59,20879
98年9月,大同區,5.6815,25,524,46301,123562,61098,62464,97.81,2.67,21748
98年9月,萬華區,8.8522,36,722,73142,188608,94655,93953,100.75,2.58,21306
98年9月,文山區,31.509,39,997,95826,261030,126767,134263,94.42,2.72,8284
98年9月,南港區,21.8424,19,441,40937,113327,56112,57215,98.07,2.77,5188
98年9月,內湖區,31.5787,37,864,94689,267518,129262,138256,93.49,2.83,8471
98年9月,士林區,62.3682,51,987,99334,283881,138406,145475,95.14,2.86,4552
98年9月,北投區,56.8216,42,821,88335,248288,120869,127419,94.86,2.81,4370
98年10月,總計,271.7997,449,9512,968739,2608186,1261386,1346800,93.66,2.69,9596
98年10月,松山區,9.2878,33,760,77096,208144,98747,109397,90.26,2.7,22410
98年10月,信義區,11.2077,41,914,85395,225421,109059,116362,93.72,2.64,20113
98年10月,大安區,11.3614,53,1027,116038,311496,146931,164565,89.28,2.68,27417
98年10月,中山區,13.6821,42,871,90113,218237,103112,115125,89.57,2.42,15951
98年10月,中正區,7.6071,31,584,61383,158785,76778,82007,93.62,2.59,20873
98年10月,大同區,5.6815,25,524,46330,123510,61024,62486,97.66,2.67,21739
98年10月,萬華區,8.8522,36,722,73186,188648,94592,94056,100.57,2.58,21311
98年10月,文山區,31.509,39,997,95801,261005,126710,134295,94.35,2.72,8284
98年10月,南港區,21.8424,19,441,40942,113308,56061,57247,97.93,2.77,5188
98年10月,內湖區,31.5787,37,864,94724,267577,129247,138330,93.43,2.82,8473
98年10月,士林區,62.3682,51,987,99360,283837,138326,145511,95.06,2.86,4551
98年10月,北投區,56.8216,42,821,88371,248218,120799,127419,94.8,2.81,4368
98年11月,總計,271.7997,449,9512,969138,2607879,1260899,1346980,93.61,2.69,9595
98年11月,松山區,9.2878,33,760,77166,208162,98751,109411,90.26,2.7,22412
98年11月,信義區,11.2077,41,914,85426,225410,108993,116417,93.62,2.64,20112
98年11月,大安區,11.3614,53,1027,116027,311527,146918,164609,89.25,2.68,27420
98年11月,中山區,13.6821,42,871,90153,218158,103038,115120,89.5,2.42,15945
98年11月,中正區,7.6071,31,584,61399,158710,76706,82004,93.54,2.58,20863
98年11月,大同區,5.6815,25,524,46346,123454,60999,62455,97.67,2.66,21729
98年11月,萬華區,8.8522,36,722,73238,188702,94562,94140,100.45,2.58,21317
98年11月,文山區,31.509,39,997,95835,260943,126631,134312,94.28,2.72,8282
98年11月,南港區,21.8424,19,441,40952,113213,55977,57236,97.8,2.76,5183
98年11月,內湖區,31.5787,37,864,94793,267632,129263,138369,93.42,2.82,8475
98年11月,士林區,62.3682,51,987,99383,283846,138332,145514,95.06,2.86,4551
98年11月,北投區,56.8216,42,821,88420,248122,120729,127393,94.77,2.81,4367
98年12月,總計,271.7997,449,9512,969418,2607428,1260450,1346978,93.58,2.69,9593
98年12月,松山區,9.2878,33,760,77154,207995,98700,109295,90.31,2.7,22394
98年12月,信義區,11.2077,41,914,85412,225364,108918,116446,93.54,2.64,20108
98年12月,大安區,11.3614,53,1027,116065,311612,146914,164698,89.2,2.68,27427
98年12月,中山區,13.6821,42,871,90199,218245,103033,115212,89.43,2.42,15951
98年12月,中正區,7.6071,31,584,61412,158752,76745,82007,93.58,2.59,20869
98年12月,大同區,5.6815,25,524,46386,123399,60957,62442,97.62,2.66,21719
98年12月,萬華區,8.8522,36,722,73214,188437,94381,94056,100.35,2.57,21287
98年12月,文山區,31.509,39,997,95842,260869,126579,134290,94.26,2.72,8279
98年12月,南港區,21.8424,19,441,40982,113149,55938,57211,97.77,2.76,5180
98年12月,內湖區,31.5787,37,864,94827,267704,129278,138426,93.39,2.82,8477
98年12月,士林區,62.3682,51,987,99484,283855,138331,145524,95.06,2.85,4551
98年12月,北投區,56.8216,42,821,88441,248047,120676,127371,94.74,2.8,4365
99年1月,總計,271.7997,449,9512,969408,2606151,1259546,1346605,93.53,2.69,9588
99年1月,松山區,9.2878,33,760,77133,207945,98680,109265,90.31,2.7,22389
99年1月,信義區,11.2077,41,914,85422,225282,108845,116437,93.48,2.64,20101
99年1月,大安區,11.3614,53,1027,115997,311299,146697,164602,89.12,2.68,27400
99年1月,中山區,13.6821,42,871,90241,218167,102978,115189,89.4,2.42,15945
99年1月,中正區,7.6071,31,584,61400,158674,76671,82003,93.5,2.58,20859
99年1月,大同區,5.6815,25,524,46408,123463,60966,62497,97.55,2.66,21731
99年1月,萬華區,8.8522,36,722,73178,188175,94202,93973,100.24,2.57,21257
99年1月,文山區,31.509,39,997,95832,260744,126530,134214,94.27,2.72,8275
99年1月,南港區,21.8424,19,441,41001,113029,55889,57140,97.81,2.76,5175
99年1月,內湖區,31.5787,37,864,94848,267734,129274,138460,93.37,2.82,8478
99年1月,士林區,62.3682,51,987,99523,283724,138220,145504,94.99,2.85,4549
99年1月,北投區,56.8216,42,821,88425,247915,120594,127321,94.72,2.8,4363
99年2月,總計,271.7997,449,9512,969556,2605063,1258904,1346159,93.52,2.69,9584
99年2月,松山區,9.2878,33,760,77129,207907,98659,109248,90.31,2.7,22385
99年2月,信義區,11.2077,41,914,85383,225074,108729,116345,93.45,2.64,20082
99年2月,大安區,11.3614,53,1027,115930,311136,146584,164552,89.08,2.68,27385
99年2月,中山區,13.6821,42,871,90315,218219,103017,115202,89.42,2.42,15949
99年2月,中正區,7.6071,31,584,61450,158685,76647,82038,93.43,2.58,20860
99年2月,大同區,5.6815,25,524,46419,123388,60949,62439,97.61,2.66,21718
99年2月,萬華區,8.8522,36,722,73176,188025,94105,93920,100.2,2.57,21240
99年2月,文山區,31.509,39,997,95837,260651,126478,134173,94.26,2.72,8272
99年2月,南港區,21.8424,19,441,41017,112956,55834,57122,97.75,2.75,5171
99年2月,內湖區,31.5787,37,864,94903,267656,129255,138401,93.39,2.82,8476
99年2月,士林區,62.3682,51,987,99562,283601,138148,145453,94.98,2.85,4547
99年2月,北投區,56.8216,42,821,88435,247765,120499,127266,94.68,2.8,4360
99年3月,總計,271.7997,449,9513,970913,2604744,1258557,1346187,93.49,2.68,9583
99年3月,松山區,9.2878,33,760,77269,208101,98792,109309,90.38,2.69,22406
99年3月,信義區,11.2077,41,914,85422,224883,108597,116286,93.39,2.63,20065
99年3月,大安區,11.3614,53,1027,116030,311159,146633,164526,89.12,2.68,27387
99年3月,中山區,13.6821,42,872,90416,218153,102921,115232,89.32,2.41,15944
99年3月,中正區,7.6071,31,584,61523,158882,76736,82146,93.41,2.58,20886
99年3月,大同區,5.6815,25,524,46565,123471,60967,62504,97.54,2.65,21732
99年3月,萬華區,8.8522,36,722,73248,187733,93906,93827,100.08,2.56,21207
99年3月,文山區,31.509,39,997,95952,260639,126430,134209,94.2,2.72,8272
99年3月,南港區,21.8424,19,441,41046,112854,55755,57099,97.65,2.75,5167
99年3月,內湖區,31.5787,37,864,95145,267805,129339,138466,93.41,2.81,8481
99年3月,士林區,62.3682,51,987,99696,283461,138080,145381,94.98,2.84,4545
99年3月,北投區,56.8216,42,821,88601,247603,120401,127202,94.65,2.79,4358
99年4月,總計,271.7997,449,9513,972084,2603651,1257798,1345853,93.46,2.68,9579
99年4月,松山區,9.2878,33,760,77349,208213,98792,109421,90.29,2.69,22418
99年4月,信義區,11.2077,41,914,85444,224601,108444,116157,93.36,2.63,20040
99年4月,大安區,11.3614,53,1027,116089,310925,146510,164415,89.11,2.68,27367
99年4月,中山區,13.6821,42,872,90521,217843,102826,115017,89.4,2.41,15922
99年4月,中正區,7.6071,31,584,61658,158957,76740,82217,93.34,2.58,20896
99年4月,大同區,5.6815,25,524,46681,123499,60975,62524,97.52,2.65,21737
99年4月,萬華區,8.8522,36,722,73300,187542,93780,93762,100.02,2.56,21186
99年4月,文山區,31.509,39,997,96061,260580,126418,134162,94.23,2.71,8270
99年4月,南港區,21.8424,19,441,41126,112845,55716,57129,97.53,2.74,5166
99年4月,內湖區,31.5787,37,864,95274,267725,129306,138419,93.42,2.81,8478
99年4月,士林區,62.3682,51,987,99839,283280,137924,145356,94.89,2.84,4542
99年4月,北投區,56.8216,42,821,88742,247641,120367,127274,94.57,2.79,4358
99年5月,總計,271.7997,449,9513,973131,2604150,1257676,1346474,93.41,2.68,9581
99年5月,松山區,9.2878,33,760,77443,208225,98840,109385,90.36,2.69,22419
99年5月,信義區,11.2077,41,914,85436,224444,108330,116114,93.3,2.63,20026
99年5月,大安區,11.3614,53,1027,116189,310966,146493,164473,89.07,2.68,27370
99年5月,中山區,13.6821,42,872,90746,218074,102916,115158,89.37,2.4,15939
99年5月,中正區,7.6071,31,584,61741,159073,76776,82297,93.29,2.58,20911
99年5月,大同區,5.6815,25,524,46801,123685,61046,62639,97.46,2.64,21770
99年5月,萬華區,8.8522,36,722,73339,187461,93677,93784,99.89,2.56,21177
99年5月,文山區,31.509,39,997,96106,260713,126481,134232,94.23,2.71,8274
99年5月,南港區,21.8424,19,441,41167,112824,55678,57146,97.43,2.74,5165
99年5月,內湖區,31.5787,37,864,95398,267757,129256,138501,93.32,2.81,8479
99年5月,士林區,62.3682,51,987,99893,283171,137828,145343,94.83,2.83,4540
99年5月,北投區,56.8216,42,821,88872,247757,120355,127402,94.47,2.79,4360
99年6月,總計,271.7997,449,9512,973957,2602868,1256830,1346038,93.37,2.67,9576
99年6月,松山區,9.2878,33,760,77506,207999,98745,109254,90.38,2.68,22395
99年6月,信義區,11.2077,41,914,85407,224114,108145,115969,93.25,2.62,19996
99年6月,大安區,11.3614,53,1027,116247,310912,146422,164490,89.02,2.67,27366
99年6月,中山區,13.6821,42,871,90790,218077,102896,115181,89.33,2.4,15939
99年6月,中正區,7.6071,31,584,61857,159082,76786,82296,93.3,2.57,20912
99年6月,大同區,5.6815,25,524,46834,123582,60979,62603,97.41,2.64,21752
99年6月,萬華區,8.8522,36,720,73390,187241,93523,93718,99.79,2.55,21152
99年6月,文山區,31.509,39,998,96200,260646,126452,134194,94.23,2.71,8272
99年6月,南港區,21.8424,19,441,41222,112803,55629,57174,97.3,2.74,5164
99年6月,內湖區,31.5787,37,865,95567,267771,129246,138525,93.3,2.8,8479
99年6月,士林區,62.3682,51,987,99976,282968,137717,145251,94.81,2.83,4537
99年6月,北投區,56.8216,42,821,88961,247673,120290,127383,94.43,2.78,4359
99年7月,總計,271.7997,456,9532,975669,2605357,1257688,1347669,93.32,2.67,9586
99年7月,松山區,9.2878,33,760,77646,208146,98814,109332,90.38,2.68,22411
99年7月,信義區,11.2077,41,914,85516,224353,108162,116191,93.09,2.62,20018
99年7月,大安區,11.3614,53,1027,116365,310992,146461,164531,89.02,2.67,27373
99年7月,中山區,13.6821,42,872,90999,218529,103064,115465,89.26,2.4,15972
99年7月,中正區,7.6071,31,584,61918,159050,76773,82277,93.31,2.57,20908
99年7月,大同區,5.6815,25,524,46893,123611,60989,62622,97.39,2.64,21757
99年7月,萬華區,8.8522,36,722,73557,187534,93633,93901,99.71,2.55,21185
99年7月,文山區,31.509,43,994,96372,260797,126450,134347,94.12,2.71,8277
99年7月,南港區,21.8424,20,443,41331,113028,55742,57286,97.3,2.73,5175
99年7月,內湖區,31.5787,39,884,95814,268107,129385,138722,93.27,2.8,8490
99年7月,士林區,62.3682,51,987,100154,283311,137857,145454,94.78,2.83,4543
99年7月,北投區,56.8216,42,821,89104,247899,120358,127541,94.37,2.78,4363
99年8月,總計,271.7997,456,9532,977408,2605309,1257395,1347914,93.28,2.67,9585
99年8月,松山區,9.2878,33,760,77613,207709,98592,109117,90.35,2.68,22364
99年8月,信義區,11.2077,41,914,85582,224190,108057,116133,93.05,2.62,20003
99年8月,大安區,11.3614,53,1027,116475,310597,146241,164356,88.98,2.67,27338
99年8月,中山區,13.6821,42,872,91196,218692,103115,115577,89.22,2.4,15984
99年8月,中正區,7.6071,31,584,61983,158934,76741,82193,93.37,2.56,20893
99年8月,大同區,5.6815,25,524,47036,123769,61025,62744,97.26,2.63,21785
99年8月,萬華區,8.8522,36,722,73694,187694,93684,94010,99.65,2.55,21203
99年8月,文山區,31.509,43,994,96673,260962,126487,134475,94.06,2.7,8282
99年8月,南港區,21.8424,20,443,41485,113185,55772,57413,97.14,2.73,5182
99年8月,內湖區,31.5787,39,884,96114,268420,129525,138895,93.25,2.79,8500
99年8月,士林區,62.3682,51,987,100334,283292,137813,145479,94.73,2.82,4542
99年8月,北投區,56.8216,42,821,89223,247865,120343,127522,94.37,2.78,4362
99年9月,總計,271.7997,456,9532,981000,2608923,1258762,1350161,93.23,2.66,9599
99年9月,松山區,9.2878,33,760,77838,207740,98592,109148,90.33,2.67,22367
99年9月,信義區,11.2077,41,914,85816,224353,108136,116217,93.05,2.61,20018
99年9月,大安區,11.3614,53,1027,116752,310492,146189,164303,88.98,2.66,27329
99年9月,中山區,13.6821,42,872,91636,219203,103333,115870,89.18,2.39,16021
99年9月,中正區,7.6071,31,584,62222,159019,76744,82275,93.28,2.56,20904
99年9月,大同區,5.6815,25,524,47209,124025,61143,62882,97.23,2.63,21830
99年9月,萬華區,8.8522,36,722,73993,188274,93901,94373,99.5,2.54,21269
99年9月,文山區,31.509,43,994,97065,261408,126689,134719,94.04,2.69,8296
99年9月,南港區,21.8424,20,443,41700,113538,55916,57622,97.04,2.72,5198
99年9月,內湖區,31.5787,39,884,96586,268897,129717,139180,93.2,2.78,8515
99年9月,士林區,62.3682,51,987,100650,283728,137929,145799,94.6,2.82,4549
99年9月,北投區,56.8216,42,821,89533,248246,120473,127773,94.29,2.77,4369
99年10月,總計,271.7997,456,9532,981817,2613071,1260385,1352686,93.18,2.66,9614
99年10月,松山區,9.2878,33,760,77871,207977,98676,109301,90.28,2.67,22392
99年10月,信義區,11.2077,41,914,85853,224560,108208,116352,93,2.62,20036
99年10月,大安區,11.3614,53,1027,116824,311028,146408,164620,88.94,2.66,27376
99年10月,中山區,13.6821,42,872,91737,219641,103492,116149,89.1,2.39,16053
99年10月,中正區,7.6071,31,584,62282,159350,76892,82458,93.25,2.56,20948
99年10月,大同區,5.6815,25,524,47253,124250,61218,63032,97.12,2.63,21869
99年10月,萬華區,8.8522,36,722,74091,188557,94007,94550,99.43,2.54,21301
99年10月,文山區,31.509,43,994,97108,261799,126849,134950,94,2.7,8309
99年10月,南港區,21.8424,20,443,41751,113806,56033,57773,96.99,2.73,5210
99年10月,內湖區,31.5787,39,884,96734,269460,129927,139533,93.12,2.79,8533
99年10月,士林區,62.3682,51,987,100711,284087,138069,146018,94.56,2.82,4555
99年10月,北投區,56.8216,42,821,89602,248556,120606,127950,94.26,2.77,4374
99年11月,總計,271.7997,456,9532,982268,2615613,1261255,1354358,93.13,2.66,9623
99年11月,松山區,9.2878,33,760,77864,208128,98736,109392,90.26,2.67,22409
99年11月,信義區,11.2077,41,914,85882,224883,108360,116523,92.99,2.62,20065
99年11月,大安區,11.3614,53,1027,116874,311340,146564,164776,88.95,2.66,27403
99年11月,中山區,13.6821,42,872,91810,219821,103516,116305,89,2.39,16066
99年11月,中正區,7.6071,31,584,62275,159415,76896,82519,93.19,2.56,20956
99年11月,大同區,5.6815,25,524,47332,124419,61312,63107,97.16,2.63,21899
99年11月,萬華區,8.8522,36,722,74152,188885,94116,94769,99.31,2.55,21338
99年11月,文山區,31.509,43,994,97056,261887,126830,135057,93.91,2.7,8311
99年11月,南港區,21.8424,20,443,41785,113920,56059,57861,96.89,2.73,5216
99年11月,內湖區,31.5787,39,884,96797,269748,130033,139715,93.07,2.79,8542
99年11月,士林區,62.3682,51,987,100804,284369,138161,146208,94.5,2.82,4560
99年11月,北投區,56.8216,42,821,89637,248798,120672,128126,94.18,2.78,4379
99年12月,總計,271.7997,456,9533,983237,2618772,1262554,1356218,93.09,2.66,9635
